sample,mode,T_low,T_center,T_high,ALEPH,ALEPH_total_unc,MC_density,MC_over_ALEPH
Sherpa 2.2.6,hadron-only, no photons,0.65,0.655,0.66,0.06556,0.0060092762,0.52981186,8.0813279
Sherpa 2.2.6,hadron-only, no photons,0.66,0.665,0.67,0.10284,0.0087529938,0.66598469,6.4759305
Sherpa 2.2.6,hadron-only, no photons,0.67,0.675,0.68,0.12575,0.010910642,0.73474022,5.8428646
Sherpa 2.2.6,hadron-only, no photons,0.68,0.685,0.69,0.16396,0.014302059,0.79648317,4.8577895
Sherpa 2.2.6,hadron-only, no photons,0.69,0.695,0.7,0.18416,0.017426196,0.83918849,4.5568445
Sherpa 2.2.6,hadron-only, no photons,0.7,0.705,0.71,0.21424,0.016380446,0.86964534,4.0592109
Sherpa 2.2.6,hadron-only, no photons,0.71,0.715,0.72,0.24814,0.022485075,0.89028839,3.5878471
Sherpa 2.2.6,hadron-only, no photons,0.72,0.725,0.73,0.29427,0.022167641,0.94581554,3.2141079
Sherpa 2.2.6,hadron-only, no photons,0.73,0.735,0.74,0.34347,0.021270538,1.0113261,2.9444378
Sherpa 2.2.6,hadron-only, no photons,0.74,0.745,0.75,0.36536,0.022020204,1.2609827,3.451343
Sherpa 2.2.6,hadron-only, no photons,0.75,0.755,0.76,0.43088,0.025987314,1.5753066,3.6560216
Sherpa 2.2.6,hadron-only, no photons,0.76,0.765,0.77,0.46923,0.022808213,1.7104117,3.6451456
Sherpa 2.2.6,hadron-only, no photons,0.77,0.775,0.78,0.54584,0.022663118,1.8865479,3.4562287
Sherpa 2.2.6,hadron-only, no photons,0.78,0.785,0.79,0.59942,0.024884415,2.1261588,3.5470268
Sherpa 2.2.6,hadron-only, no photons,0.79,0.795,0.8,0.66087,0.036679069,2.444766,3.6993145
Sherpa 2.2.6,hadron-only, no photons,0.8,0.805,0.81,0.768,0.035146101,2.8040456,3.651101
Sherpa 2.2.6,hadron-only, no photons,0.81,0.815,0.82,0.857,0.037210695,3.0820982,3.5963807
Sherpa 2.2.6,hadron-only, no photons,0.82,0.825,0.83,0.98079,0.049712962,3.4908898,3.5592632
Sherpa 2.2.6,hadron-only, no photons,0.83,0.835,0.84,1.1127,0.055142726,4.0668304,3.6549208
Sherpa 2.2.6,hadron-only, no photons,0.84,0.845,0.85,1.27035,0.062496654,4.3241997,3.4039436
Sherpa 2.2.6,hadron-only, no photons,0.85,0.855,0.86,1.43939,0.054556527,4.6354432,3.220422
Sherpa 2.2.6,hadron-only, no photons,0.86,0.865,0.87,1.63938,0.065292539,5.1174503,3.1215766
Sherpa 2.2.6,hadron-only, no photons,0.87,0.875,0.88,1.93459,0.075931955,4.9633017,2.5655574
Sherpa 2.2.6,hadron-only, no photons,0.88,0.885,0.89,2.23002,0.076176569,4.3767905,1.9626687
Sherpa 2.2.6,hadron-only, no photons,0.89,0.895,0.9,2.63072,0.084213729,4.0370882,1.5345944
Sherpa 2.2.6,hadron-only, no photons,0.9,0.905,0.91,3.06214,0.10207912,3.2329057,1.0557668
Sherpa 2.2.6,hadron-only, no photons,0.91,0.915,0.92,3.70212,0.082993406,2.4393903,0.65891714
Sherpa 2.2.6,hadron-only, no photons,0.92,0.925,0.93,4.54709,0.10354825,1.7853431,0.3926342
Sherpa 2.2.6,hadron-only, no photons,0.93,0.935,0.94,5.64464,0.12556091,1.0600274,0.18779362
Sherpa 2.2.6,hadron-only, no photons,0.94,0.945,0.95,7.27722,0.12360353,0.5007018,0.068803994
Sherpa 2.2.6,hadron-only, no photons,0.95,0.955,0.96,9.62952,0.16649535,0.27922731,0.028997013
Sherpa 2.2.6,hadron-only, no photons,0.96,0.965,0.97,13.60396,0.22487906,0.17098,0.012568399
Sherpa 2.2.6,hadron-only, no photons,0.97,0.975,0.98,18.56511,0.68998782,0.14593459,0.0078606906
Sherpa 2.2.6,hadron-only, no photons,0.98,0.985,0.99,12.88646,0.52803447,1.3085265,0.10154274
Sherpa 2.2.6,hadron-only, no photons,0.99,0.995,1,1.31186,0.20153219,28.449825,21.686632
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.58,0.585,0.59,0.00115,0.00070349129,0.036888914,32.077316
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.59,0.595,0.6,0.00229,0.0012399194,0.056877141,24.837179
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.6,0.605,0.61,0.0035,0.0014591093,0.1036561,29.616027
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.61,0.615,0.62,0.00839,0.0020986901,0.16075239,19.159999
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.62,0.625,0.63,0.01283,0.002962769,0.25011413,19.494476
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.63,0.635,0.64,0.02148,0.0047140747,0.32562327,15.15937
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.64,0.645,0.65,0.0433,0.00624495,0.41386939,9.5581846
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.65,0.655,0.66,0.06556,0.0060092762,0.52122656,7.9503746
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.66,0.665,0.67,0.10284,0.0087529938,0.65620809,6.3808643
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.67,0.675,0.68,0.12575,0.010910642,0.76394724,6.0751272
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.68,0.685,0.69,0.16396,0.014302059,0.70519938,4.3010452
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.69,0.695,0.7,0.18416,0.017426196,0.74254543,4.0320669
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.7,0.705,0.71,0.21424,0.016380446,0.76785849,3.5841042
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.71,0.715,0.72,0.24814,0.022485075,0.85107857,3.4298322
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.72,0.725,0.73,0.29427,0.022167641,0.85547109,2.9070958
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.73,0.735,0.74,0.34347,0.021270538,0.88004104,2.5622064
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.74,0.745,0.75,0.36536,0.022020204,0.95075369,2.602238
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.75,0.755,0.76,0.43088,0.025987314,1.3245433,3.0740421
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.76,0.765,0.77,0.46923,0.022808213,1.4335443,3.0550993
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.77,0.775,0.78,0.54584,0.022663118,1.7193677,3.1499481
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.78,0.785,0.79,0.59942,0.024884415,1.9982472,3.3336346
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.79,0.795,0.8,0.66087,0.036679069,2.2666808,3.4298438
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.8,0.805,0.81,0.768,0.035146101,2.5171633,3.2775563
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.81,0.815,0.82,0.857,0.037210695,2.9877298,3.4862658
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.82,0.825,0.83,0.98079,0.049712962,3.511629,3.5804087
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.83,0.835,0.84,1.1127,0.055142726,3.6866968,3.3132892
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.84,0.845,0.85,1.27035,0.062496654,4.2930048,3.3793874
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.85,0.855,0.86,1.43939,0.054556527,4.5713277,3.1758784
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.86,0.865,0.87,1.63938,0.065292539,4.9239387,3.0035371
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.87,0.875,0.88,1.93459,0.075931955,4.9756046,2.5719168
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.88,0.885,0.89,2.23002,0.076176569,4.8499506,2.1748462
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.89,0.895,0.9,2.63072,0.084213729,4.3561081,1.6558616
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.9,0.905,0.91,3.06214,0.10207912,3.6972072,1.2073933
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.91,0.915,0.92,3.70212,0.082993406,2.6924893,0.72728309
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.92,0.925,0.93,4.54709,0.10354825,1.960943,0.4312523
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.93,0.935,0.94,5.64464,0.12556091,1.1492497,0.20360017
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.94,0.945,0.95,7.27722,0.12360353,0.69658502,0.095721308
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.95,0.955,0.96,9.62952,0.16649535,0.31310043,0.032514646
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.96,0.965,0.97,13.60396,0.22487906,0.19519021,0.014348044
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.97,0.975,0.98,18.56511,0.68998782,0.14976117,0.0080668078
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.98,0.985,0.99,12.88646,0.52803447,0.90246089,0.070031715
PYTHIA 8.317 (Vincia),hadron-only, no photons,0.99,0.995,1,1.31186,0.20153219,29.785366,22.704683
